"Research that uses data from D-PLACE should cite both the original source(s) of  the data and the paper by Kirby et al. in which D-PLACE was first presented  (e.g., research using cultural data from the Binford Hunter-Gatherer dataset: ""Binford (2001);  Binford and Johnson (2006); Kirby et al. Submitted)."" The reference list should include the date data were  accessed and URL for D-PLACE (https://d-place.org), in addition to the full references for Binford (2001),  Binford and Johnson (2006), and Kirby et al. Submitted."
Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Focal Year: EA112 Trance states,Code: EA112 Trance states,Description: EA112 Trance states,Comment: EA112 Trance states,Subcase: EA112 Trance states,References: EA112 Trance states,Variable: Annual Mean Precipitation (mm),Comment: Annual Mean Precipitation (mm),Variable: Precipitation Constancy (),Comment: Precipitation Constancy ()
Ethnographic Atlas,Shawnee,Nf13,xd1233,Shawnee (Nf13),37.0,-85.0,37.0,-85.0,shaw1249,Shawnee,sjw,Algic,1820,1,"Trance behavior is known to occur, but there is no belief in possession.",,with special reference to the Kiskopotha band,,100289.0258,,0.608999389,
Ethnographic Atlas,Gros Ventre,Ne1,xd1208,Gros Ventre (Ne1),48.78,-108.98,49.0,-109.0,gros1243,Gros Ventre,ats,Algic,1880,1,"Trance behavior is known to occur, but there is no belief in possession.",,Gros Ventre Tribe,,36116.94709,,0.592019284,
Ethnographic Atlas,Kadazan-Dusun,Ib5,xd754,Dusun (Ib5),6.0,117.0,6.0,117.0,cent2100,Central Dusun,dtp,Austronesian,1920,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,with special reference to the village of Sensuron,,207120.0705,,0.658857167,
Ethnographic Atlas,Baditu,Ca40,xd449,Baditu (Ca40),6.0,38.0,6.0,38.0,koor1239,Koorete,kqy,Ta-Ne-Omotic,,NA,Missing data,,,,70074.80586,,0.393931522,
Ethnographic Atlas,Basari,Ag48,xd286,Basari (Ag48),9.0,1.0,9.0,1.0,ntch1242,Ntcham,bud,Atlantic-Congo,,NA,Missing data,,,,117048.5422,,0.339717798,
Ethnographic Atlas,Georgians,Ci8,xd584,Georgians (Ci8),42.0,45.0,42.0,45.0,imer1248,Imeretian,,Kartvelian,1850,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,,,62674.72265,,0.587865283,
Ethnographic Atlas,Bwaka,Ai23,xd352,Bwaka (Ai23),3.0,19.0,3.0,19.0,ngba1284,Ngbaka Ma'bo,nbm,Atlantic-Congo,1920,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,177855.312,,0.610314325,
Ethnographic Atlas,Dagomba,Ag44,xd282,Dagomba (Ag44),9.0,0.0,9.0,0.0,dagb1246,Dagbani,dag,Atlantic-Congo,,NA,Missing data,,,,111831.636,,0.335578942,
Ethnographic Atlas,Purum,Ei6,xd712,Purum (Ei6),25.0,94.0,25.0,94.0,puru1266,Purum,pub,Sino-Tibetan,,NA,Missing data,,,,104628.212,,0.380162778,
Ethnographic Atlas,Sakalava,Eh8,xd694,Sakalava (Eh8),-21.0,43.93,-21.0,41.0,saka1291,Sakalava Malagasy,skg,Austronesian,1900,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,,,64203.6911,,0.269853889,
Ethnographic Atlas,Oyo Yoruba,Af6,xd240,Oyo Yoruba (Af6),8.0,4.0,8.0,4.0,ilaa1245,Ila (Yoruba),,Atlantic-Congo,1950,7,"Trance states of two kinds are known to occur, some of which are explained by possession. No other phenomena are explained by possession.",,"Yoruba, with special reference to the Oyo",,128007.8516,,0.399791507,
Ethnographic Atlas,Chuvash,ch14,xd551,Chuvash (ch14),57.0,53.0,57.0,53.0,chuv1255,Chuvash,chv,Turkic,,NA,Missing data,,,,59965.61981,,0.669737448,
Ethnographic Atlas,Nyanja,Ac38,xd64,Nyanja (Ac38),-16.0,36.0,-16.0,36.0,nucl1395,Nuclear Nyanja,,Atlantic-Congo,1910,2,A belief in possession exists.,,,,109055.1184,,0.436421636,
Ethnographic Atlas,Bannock,Nd63,xd1200,Bannock (Nd63),43.0,-112.0,43.0,-112.0,bann1248,Bannock,,Uto-Aztecan,,NA,Missing data,,,,48456.81133,,0.464229952,
Ethnographic Atlas,Easter Islanders,Ij9,xd898,Easter Island (Ij9),-27.12,-109.36,-27.0,-190.0,rapa1244,Rapanui,rap,Austronesian,1860,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,,,89111.56095,,0.498856329,
Ethnographic Atlas,Tolupan,Sa16,xd1316,Jicaque (Sa16),15.0,-87.0,15.0,-87.0,toll1241,Tol,jic,Jicaquean,,NA,Missing data,,,,79387.33759,,0.514071739,
Ethnographic Atlas,Washo,Nd6,xd1196,Washo (Nd6),39.0,-120.0,39.0,-120.0,wash1253,Washo,was,Washo,1850,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,,,81954.34474,,0.263472293,
Ethnographic Atlas,Sukuma,Ad22,xd90,Sukuma (Ad22),-3.0,34.0,-3.0,34.0,suku1261,Sukuma,suk,Atlantic-Congo,1950,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,,,100790.1009,,0.346004851,
Ethnographic Atlas,Dagara,Ag39,xd276,Dagari (Ag39),11.0,-3.0,11.0,-3.0,sout2789,Southern Dagaare,dga,Atlantic-Congo,,NA,Missing data,,,,94588.336,,0.273213379,
Ethnographic Atlas,Tongarevans,Ij10,xd890,Tongarevans (Ij10),-9.02,-158.03,-9.0,-158.0,penr1237,Penrhyn,pnh,Austronesian,1900,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,,,211207.8806,,0.583867212,
Ethnographic Atlas,Sanga,Ae43,xd164,Sanga (Ae43),2.0,16.0,2.0,16.0,bomw1238,Bomwali,bmw,Atlantic-Congo,,NA,Missing data,,,,176908.0698,,0.649861483,
Ethnographic Atlas,Bergdama,Aa4,xd4,Bergdama (Aa4),-22.0,16.0,-22.0,16.0,dama1270,Damara,,Khoe-Kwadi,1920,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,42805.12609,,0.194715686,
Ethnographic Atlas,Ndob,Ae55,xd177,Ndob (Ae55),6.0,10.0,6.0,10.0,band1349,Bandobo,,Atlantic-Congo,,NA,Missing data,,,,188116.4365,,0.462102424,
Ethnographic Atlas,Basketo,Ca28,xd435,Basketo (Ca28),6.0,37.0,6.0,37.0,bask1236,Basketo,bst,Ta-Ne-Omotic,1950,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,,,83042.00591,,0.402793499,
Ethnographic Atlas,Moanunts,Nd59,xd1195,Moanunts (Nd59),39.0,-112.0,39.0,-112.0,utee1244,Ute,,Uto-Aztecan,,NA,Missing data,,,,36476.01741,,0.469791769,
Ethnographic Atlas,Pedi,Ab15,xd16,Pedi (Ab15),-25.0,30.0,-25.0,30.0,tswe1238,Tswene,,Atlantic-Congo,,NA,Missing data,,,,92810.08738,,0.442059338,
Ethnographic Atlas,Tolkepaya,Nd67,xd1204,Tolkepaya (Nd67),34.0,-114.0,34.0,-114.0,yava1252,Yavapai,,Cochimi-Yuman,,NA,Missing data,,,,22721.04238,,0.252422592,
Ethnographic Atlas,Kariyarra,Id5,xd780,Kariera (Id5),-21.0,118.0,-21.0,118.0,kari1304,Kariyarra,vka,Pama-Nyungan,1910,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,,,70442.92486,,0.238374274,
Ethnographic Atlas,Belu,Ic3,xd765,Belu (Ic3),-9.0,126.0,-9.0,126.0,tetu1245,Tetum,tet,Austronesian,1950,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,with special reference to the Mountain Belu,,152808.9839,,0.399324468,
Ethnographic Atlas,Tsonga,Ab4,xd27,Thonga (Ab4),-24.0,32.0,-24.0,32.0,tson1249,Tsonga,tso,Atlantic-Congo,1920,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,,,102638.1489,,0.41920984,
Ethnographic Atlas,Kickapoo,Nf15,xd1235,Kickapoo (Nf15),43.0,-90.0,43.0,-90.0,kick1244,Kickapoo,kic,Algic,,NA,Missing data,,,,65073.05301,,0.575437275,
Ethnographic Atlas,Kamayurá,Si5,xd1402,Camayura (Si5),-12.0,-54.0,-12.0,-54.0,kama1373,Kamayurá,kay,Tupian,1940,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,133138.7656,,0.270578897,
Ethnographic Atlas,Kusasi,Ag41,xd279,Kusasi (Ag41),11.0,0.0,11.0,0.0,kusa1250,Kusaal,kus,Atlantic-Congo,,NA,Missing data,,,,86523.71577,,0.307577119,
Ethnographic Atlas,Yao,Ac7,xd73,Yao (Ac7),-13.0,36.0,-13.0,36.0,yaoo1241,Yao,yao,Atlantic-Congo,1920,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,,,108716.7287,,0.441678334,
Ethnographic Atlas,Simboese,Ig8,xd860,Simboese (Ig8),-8.0,157.0,-8.0,157.0,simb1256,Simbo,sbb,Austronesian,1910,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,285198.0807,,0.660764091,
Ethnographic Atlas,Xhosa,Ab11,xd12,Xhosa (Ab11),-32.89,27.91,-33.0,28.0,xesi1238,Xesibe,,Atlantic-Congo,1850,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,,,96541.61735,,0.574736873,
Ethnographic Atlas,Kei,Ic8,xd770,Kei (Ic8),-5.58,133.07,-6.0,133.0,keii1239,Kei,kei,Austronesian,1890,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,,,162686.2947,,0.490747912,
Ethnographic Atlas,Wai-wai,Sd7,xd1359,Waiwai (Sd7),1.0,-59.0,1.0,-59.0,waiw1244,Waiwai,waw,Cariban,1950,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,,,176121.5756,,0.47572243,
Ethnographic Atlas,Ngbandi,Ai26,xd355,Ngbandi (Ai26),4.0,22.0,4.0,22.0,nort2774,Northern Ngbandi,ngb,Atlantic-Congo,,NA,Missing data,,,,185720.423,,0.572089707,
Ethnographic Atlas,Vere,Ah32,xd323,Vere (Ah32),9.0,13.0,9.0,13.0,momj1237,Mom Jango,ver,Atlantic-Congo,,NA,Missing data,,,,108514.6497,,0.363015838,
Ethnographic Atlas,Mafulu,Ie25,xd802,Mafulu (Ie25),-8.0,147.0,-8.0,147.0,fuyu1242,Fuyug,fuy,Goilalan,,NA,Missing data,,,,193575.5796,,0.522874973,
Ethnographic Atlas,Hualapai,Nd65,xd1202,Walapai (Nd65),36.0,-114.0,36.0,-114.0,wala1270,Walapai,,Cochimi-Yuman,1870,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,32393.8968,,0.289503253,
Ethnographic Atlas,Sakata,Ac24,xd49,Sakata (Ac24),-3.0,18.0,-3.0,18.0,saka1287,Sakata,skt,Atlantic-Congo,,NA,Missing data,,,,176269.015,,0.558816349,
Ethnographic Atlas,Callinago,Sb1,xd1326,Callinago (Sb1),15.41,-61.27,15.0,-61.0,tyre1237,Tyrewuju,,Cariban,1650,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,Dominica Island,,41612.62295,,0.459099963,
Ethnographic Atlas,Dyan,Ag33,xd270,Dian (Ag33),11.0,-3.0,11.0,-3.0,dyan1251,Dyan,dya,Atlantic-Congo,,NA,Missing data,,,,94588.336,,0.273213379,
Ethnographic Atlas,Wind River Eastern Shoshone,Nd64,xd1201,Wind River (Nd64),43.0,-109.0,43.0,-109.0,nort2955,Northern Shoshoni,,Uto-Aztecan,1860,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,with special reference to the Kucundika,,49818.52917,,0.596305339,
Ethnographic Atlas,Mutair,Cj5,xd591,Mutair (Cj5),28.0,47.0,28.0,47.0,sout3119,South Anjdi,,Afro-Asiatic,1930,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,,,7087.583723,,0.168560964,
Ethnographic Atlas,Sugbuanon,Ia12,xd735,Sugbuhanon (Ia12),10.2,123.65,10.0,124.0,cebu1242,Cebuano,ceb,Austronesian,1950,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,,,216677.5282,,0.627326137,
Ethnographic Atlas,Arapesh,Ie3,xd807,Arapesh (Ie3),-4.0,144.0,-4.0,144.0,bumb1241,Bumbita Arapesh,aon,Nuclear Torricelli,1930,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,with special reference to the Mountain Arapesh (Alitoa),,339319.0386,,0.658794106,
Ethnographic Atlas,Igbo,Af10,xd187,Ibo (Af10),6.0,7.0,6.0,7.0,nucl1417,Nuclear Igbo,ibo,Atlantic-Congo,1930,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,,,138826.0373,,0.477006758,
Ethnographic Atlas,Muju,Ie23,xd800,Muju (Ie23),-6.0,141.0,-6.0,141.0,sout2940,South Muyu,kts,Nuclear Trans New Guinea,,NA,Missing data,,,,347725.9395,,0.628725022,
Ethnographic Atlas,Kunama,Ca33,xd441,Kunama (Ca33),15.0,37.0,15.0,37.0,kuna1268,Kunama,kun,Kunama,1860,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,,,45446.28957,,0.293497065,
Ethnographic Atlas,Kuki,Ei20,xd708,Kuki (Ei20),23.0,92.0,23.0,92.0,lush1249,Mizo,lus,Sino-Tibetan,,NA,Missing data,,,,116263.5061,,0.340961628,
Ethnographic Atlas,Piro,Sf8,xd1381,Piro (Sf8),-12.0,-73.0,-12.0,-73.0,yine1238,Yine,pib,Arawakan,1950,2,A belief in possession exists.,,,,264249.4684,,0.492367985,
Ethnographic Atlas,Wodaabe Fulani,Cb24,xd474,Wodaabe Fulani (Cb24),12.0,12.0,12.0,12.0,boro1274,Bororo (Atlantic Congo),,Atlantic-Congo,1950,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,Wodaabe of Niger,,62734.29249,,0.296908372,
Ethnographic Atlas,Duala,Ae12,xd130,Duala (Ae12),4.0,10.0,4.0,10.0,dual1243,Duala,dua,Atlantic-Congo,1940,2,A belief in possession exists.,,,,205861.1686,,0.590869134,
Ethnographic Atlas,Dera,Cb28,xd478,Dera (Cb28),10.0,12.0,10.0,12.0,dera1248,Dera (Nigeria),kna,Afro-Asiatic,,NA,Missing data,,,,90547.65691,,0.339183477,
Ethnographic Atlas,Pari,Aj31,xd408,Pari (Aj31),5.0,33.0,5.0,33.0,pari1256,Päri,lkr,Nilotic,,NA,Missing data,,,,131623.8637,,0.410848769,
Ethnographic Atlas,Netsilik,Na43,xd1060,Netsilik (Na43),69.0,-96.0,69.0,-96.0,nets1241,Netsilik,,Eskimo-Aleut,,NA,Missing data,,,,24905.1677,,0.590300006,
Ethnographic Atlas,Asháninka,Sf7,xd1380,Campa (Sf7),-8.0,-75.0,-8.0,-75.0,asha1243,Asháninka,cni,Arawakan,1900,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,119770.554,,0.522505825,
Ethnographic Atlas,Nandi,Aj7,xd412,Nandi (Aj7),0.0,35.0,0.0,35.0,nand1266,Nandi,niq,Nilotic,1910,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,68198.09799,,0.388520257,
Ethnographic Atlas,Lithuanians,Ch9,xd573,Lithuanians (Ch9),55.0,24.0,55.0,24.0,lith1251,Lithuanian,lit,Indo-European,,NA,Missing data,,,,67059.22756,,0.682546838,
Ethnographic Atlas,Zulu,Ab12,xd13,Zulu (Ab12),-29.0,31.0,-29.0,31.0,zulu1248,Zulu,zul,Atlantic-Congo,1830,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,,,165893.6429,,0.520459959,
Ethnographic Atlas,Yusufzai,Ea2,xd601,Pathan (Ea2),35.0,72.0,35.0,72.0,yusu1238,Yusufzai,,Indo-European,1950,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,with special reference to the Yusufsai of Swat,,59988.09838,,0.385721757,
Ethnographic Atlas,Gibe,Ca12,xd418,Gibe (Ca12),8.0,37.0,8.0,37.0,koor1239,Koorete,kqy,Ta-Ne-Omotic,,NA,Missing data,,,,113838.1711,,0.378203632,
Ethnographic Atlas,Aztec,Nj2,xd1301,Aztec (Nj2),19.0,-99.0,19.0,-99.0,clas1250,Classical Nahuatl,nci,Uto-Aztecan,1520,1,"Trance behavior is known to occur, but there is no belief in possession.",,City & environs of Tenochtitlan,,104483.7051,,0.49544285,
Ethnographic Atlas,Daza,Cc14,xd492,Daza (Cc14),17.0,18.0,17.0,18.0,daza1242,Dazaga,dzg,Saharan,1880,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,,,11443.30355,,0.292349558,
Ethnographic Atlas,Maasi,Aj2,xd395,Masai (Aj2),-2.0,36.0,-2.0,36.0,masa1300,Masai,mas,Nilotic,1900,1,"Trance behavior is known to occur, but there is no belief in possession.",,Kisonko or Southern Masai of Tanzania,,62002.15607,,0.494965048,
Ethnographic Atlas,Tequistlatec,Nj14,xd1300,Tequistlatec (Nj14),16.0,-96.0,16.0,-96.0,high1242,Highland Oaxaca Chontal,chd,Tequistlatecan,,NA,Missing data,,,,91429.96515,,0.336485581,
Ethnographic Atlas,Ubamer,Ca26,xd433,Ubamer (Ca26),6.0,37.0,6.0,37.0,aari1239,Aari,aiw,South Omotic,1950,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,,,83042.00591,,0.402793499,
Ethnographic Atlas,Amhara,Ca7,xd455,Amhara (Ca7),13.0,38.0,13.0,38.0,amha1245,Amharic,amh,Afro-Asiatic,1950,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,Gondar district,,52327.22873,,0.301804873,
Ethnographic Atlas,Livs,ch24,xd562,Livs (ch24),57.0,23.0,57.0,23.0,livv1244,Liv,liv,Uralic,,NA,Missing data,,,,65590.86145,,0.660610048,
Ethnographic Atlas,Cham,Ej11,xd718,Cham (Ej11),11.0,108.0,11.0,108.0,east2563,Eastern Cham,cjm,Austronesian,1950,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,with special reference to the non-Muslim Cham of Vietnam,,162927.1212,,0.443261879,
Ethnographic Atlas,Galab,Ca20,xd427,Galab (Ca20),5.0,36.0,5.0,36.0,daas1238,Daasanach,dsh,Afro-Asiatic,,NA,Missing data,,,,79344.1675,,0.399282329,
Ethnographic Atlas,Ndau,Ab17,xd18,Ndau (Ab17),-20.0,34.0,-20.0,34.0,ndau1241,Ndau,ndc,Atlantic-Congo,1920,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,,,94587.40701,,0.407829261,
Ethnographic Atlas,Okinawans,Ed7,xd650,Okinawans (Ed7),26.16,127.8,26.0,128.0,cent2126,Central Okinawan,ryu,Japonic,1950,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,,,121415.6808,,0.535246506,
Ethnographic Atlas,Ellice,Ii4,xd883,Ellice (Ii4),-7.48,178.68,-8.0,178.0,tuva1244,Tuvalu,tvl,Austronesian,1890,2,A belief in possession exists.,,with special reference to the inhabitants of Vaitupu,,322419.2605,,0.729211311,
Ethnographic Atlas,Inca,Sf1,xd1374,Inca (Sf1),-13.0,-72.0,-13.0,-72.0,cusc1236,Cusco Quechua,quz,Quechuan,1530,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,City and environs of Cuzco,,371996.3531,,0.498004484,
Ethnographic Atlas,Nankanse,Ag12,xd247,Nankanse (Ag12),10.0,-1.0,10.0,-1.0,nank1249,Nankana,,Atlantic-Congo,,NA,Missing data,,,,95949.06126,,0.321333625,
Ethnographic Atlas,Opata,Ni8,xd1293,Opata (Ni8),30.0,-110.0,30.0,-110.0,opat1246,Opata,opt,Uto-Aztecan,,NA,Missing data,,,,57558.121,,0.369208057,
Ethnographic Atlas,Upolu Samoans,Ii14,xd880,Upolu (Ii14),-13.94,-171.77,-14.0,172.0,samo1305,Samoan,smo,Austronesian,,NA,Missing data,,,,219723.2625,,0.615230029,
Ethnographic Atlas,Maricopa,Nh5,xd1281,Maricopa (Nh5),33.0,-113.0,33.0,-113.0,mari1440,Maricopa,mrc,Cochimi-Yuman,,NA,Missing data,,,,21143.92701,,0.278766561,
Ethnographic Atlas,Nsungli,Ae57,xd179,Nsungli (Ae57),6.0,11.0,6.0,11.0,limb1268,Limbum,lmp,Atlantic-Congo,,NA,Missing data,,,,187740.9144,,0.449139635,
Ethnographic Atlas,Minangkabau,Ib6,xd755,Minangkabau (Ib6),-1.0,101.0,-1.0,101.0,mina1268,Minangkabau,min,Austronesian,1920,7,"Trance states of two kinds are known to occur, some of which are explained by possession. No other phenomena are explained by possession.",,,,180099.641,,0.591407511,
Ethnographic Atlas,!Kung,Aa1,xd1,Kung (Aa1),-20.0,21.0,-20.0,21.0,juho1239,Ju'hoan,ktz,Kxa,1950,1,"Trance behavior is known to occur, but there is no belief in possession.",,Nyai Nyae region,,87000.00141,,0.202518052,
Ethnographic Atlas,"Yolngu, Dhuwal",Id2,xd777,Murngin (Id2),-12.48,135.96,-12.0,136.0,dhuw1249,Dhuwal,duj,Pama-Nyungan,1930,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,,,153642.8373,,0.377418091,
Ethnographic Atlas,Songye,Ae18,xd136,Songe (Ae18),-6.0,25.0,-6.0,25.0,song1303,Songe,sop,Atlantic-Congo,1900,2,A belief in possession exists.,,,,164000.6811,,0.312096773,
Ethnographic Atlas,Vai,Af58,xd239,Vai (Af58),6.89,-11.2,7.0,-12.0,vaii1241,Vai,vai,Mande,,NA,Missing data,,,,230154.894,,0.356267589,
Ethnographic Atlas,Banyaruanda,Ae10,xd128,Ruanda (Ae10),-2.0,30.0,-2.0,30.0,kiny1244,Kinyarwanda,kin,Atlantic-Congo,1910,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,,,155682.9639,,0.416221928,
Ethnographic Atlas,Seneca,Ng10,xd1245,Iroquois (Ng10),43.0,-77.0,43.0,-77.0,sene1264,Seneca,see,Iroquoian,1750,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,with special reference to the Seneca tribe,,82005.77094,,0.650345769,
